Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,09/09/2016,Fees (Including College Members),Programme Delivery Maths,Non Employee Expenses Supplier,95317774,240,GBP
BIS,EPSRC,09/09/2016,T&S UK - Subsistence,Chief Executive,Non Employee Expenses Supplier,95317775,369.6,GBP
BIS,EPSRC,09/09/2016,T&S UK - Subsistence,Chief Executive,Non Employee Expenses Supplier,95317776,518,GBP
BIS,EPSRC,09/09/2016,T&S UK - Subsistence,Chief Executive,Non Employee Expenses Supplier,95317777,618.4,GBP
BIS,EPSRC,09/09/2016,Non-staff travel and subsistance,Programme Delivery Manufacturing,Non Employee Expenses Supplier,95317778,224,GBP
BIS,EPSRC,09/09/2016,Non-staff travel and subsistance,Programme Delivery ICT,Non Employee Expenses Supplier,95317779,32.03,GBP
BIS,EPSRC,09/09/2016,Fees (Including College Members),Programme Delivery ICT,Non Employee Expenses Supplier,95317780,160,GBP
BIS,EPSRC,09/09/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95317781,49.5,GBP
BIS,EPSRC,09/09/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95317782,47.9,GBP
BIS,EPSRC,09/09/2016,Marketing & PR,Communications and Stakeholder Engagement,The Copyright Licensing Agency Ltd,95317936,5000.32,GBP
BIS,EPSRC,09/09/2016,T&S UK - Vehicle Hire,Programme Delivery Leaders,Barnes Coaches Ltd,95318899,545,GBP
BIS,EPSRC,09/09/2016,T&S UK - Public Transport,RCUK Executive Director,Unspecified,95318973,62.5,GBP
BIS,EPSRC,09/09/2016,T&S UK - Subsistence,RCUK Executive Director,Unspecified,95318973,6.57,GBP
BIS,EPSRC,09/09/2016,T&S UK - Other Charges,External communications,Unspecified,95318974,202.4,GBP
BIS,EPSRC,09/09/2016,T&S UK - Mileage,Programme Delivery Physical Sciences,Unspecified,95318975,117,GBP
BIS,EPSRC,12/09/2016,Marketing & PR,Communications and Stakeholder Engagement,LM INFORMATION DELIVERY UK LTD (LM TIETOPALVELUT OY),95317824,349.73,GBP
BIS,EPSRC,12/09/2016,T&S Overseas - Flights,RCUK-Newton Activity,University of Glasgow,95318795,-577.53,GBP
BIS,EPSRC,12/09/2016,T&S Overseas - Flights,RCUK-Newton Activity,University of Glasgow,95318798,577.53,GBP
BIS,EPSRC,12/09/2016,Childcare Nursery,PSU HR,Sodexo Pass Ltd,95320922,68.02,GBP
BIS,EPSRC,12/09/2016,Nursery Deductions,Balance Sheet,Sodexo Pass Ltd,95320922,5668,GBP
BIS,EPSRC,12/09/2016,Other Programme Costs,NC Physical Sciences,University of Newcastle Upon Tyne,95320932,166194.38,GBP
BIS,EPSRC,12/09/2016,Advertising & Promotion,JRS,POSITIVE MEDIA PROMOTIONS LTD,95320987,492,GBP
BIS,EPSRC,12/09/2016,T&S UK - Public Transport,Newton Programme Management Team,Unspecified,95321099,15.1,GBP
BIS,EPSRC,12/09/2016,T&S UK - Subsistence,Newton Programme Management Team,Unspecified,95321099,6.7,GBP
BIS,EPSRC,12/09/2016,T&S UK - Subsistence,Newton Programme Management Team,Unspecified,95321099,7.45,GBP
