Transparency Data ,,,,,,,,
,,,,,,,,
The supplier data has to be made anonymous,,,,,,,,
,,,,,,,,
Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,42678,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,96277736,164.01,GBP
BIS,EPSRC,42678,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,96277737,70.1,GBP
BIS,EPSRC,42678,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,96277738,121,GBP
BIS,EPSRC,42678,Non-staff travel and subsistance,Strategy,Non Employee Expenses Supplier,96277739,226,GBP
BIS,EPSRC,42678,Non-staff travel and subsistance,OSG Operational Projects,Non Employee Expenses Supplier,96277740,127.15,GBP
BIS,EPSRC,42678,Fees (Including College Members),Global Grand Challenge Fund,Non Employee Expenses Supplier,96277741,2565,GBP
BIS,EPSRC,42678,Non-staff travel and subsistance,Programme Delivery Healthcare,Non Employee Expenses Supplier,96277742,32.5,GBP
BIS,EPSRC,42678,Fees (Including College Members),Programme Delivery Healthcare,Non Employee Expenses Supplier,96277743,160,GBP
BIS,EPSRC,42678,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,96277744,66.33,GBP
BIS,EPSRC,42678,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,96277745,208.96,GBP
BIS,EPSRC,42678,T&S Overseas - Accommodation,Performance and Evaluation,Unspecified,96299731,292.87,GBP
BIS,EPSRC,42678,T&S Overseas - Other Charges,Performance and Evaluation,Unspecified,96299731,8.82,GBP
BIS,EPSRC,42678,T&S Overseas - Public Transport,Performance and Evaluation,Unspecified,96299731,5.31,GBP
BIS,EPSRC,42678,T&S Overseas - Subsistence,Performance and Evaluation,Unspecified,96299731,4.73,GBP
BIS,EPSRC,42678,T&S Overseas - Subsistence,Performance and Evaluation,Unspecified,96299731,15,GBP
BIS,EPSRC,42678,T&S UK - Public Transport,Programme Delivery Healthcare,Unspecified,96299733,3,GBP
BIS,EPSRC,42678,T&S UK - Public Transport,Programme Delivery Healthcare,Unspecified,96299733,10,GBP
BIS,EPSRC,42678,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,96299733,5.73,GBP
BIS,EPSRC,42678,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,96299733,10,GBP
BIS,EPSRC,42678,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,96299733,22.95,GBP
BIS,EPSRC,42678,Health & Safety (inc. Medicals & Opticians),Programme Delivery ICT,Unspecified,96299734,100,GBP
BIS,EPSRC,42678,T&S UK - Public Transport,Programme Delivery LWEC,Unspecified,96299735,52.95,GBP
BIS,EPSRC,42678,T&S UK - Subsistence,Programme Delivery LWEC,Unspecified,96299735,28.1,GBP
BIS,EPSRC,42678,T&S UK - Public Transport,Programme Delivery ICT,Unspecified,96299737,12,GBP
BIS,EPSRC,42678,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,96299737,4.89,GBP
BIS,EPSRC,42678,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,96299737,5,GBP
BIS,EPSRC,42678,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,96299737,8.28,GBP
BIS,EPSRC,42678,Telecoms - Calls Fax & internet Costs,PSU IS,Telecoms World Plc,96301714,17.19,GBP
BIS,EPSRC,42678,Financial Services,PSU Finance,Royal Bank of Scotland plc/Natwest,96303713,200,GBP
BIS,EPSRC,42681,Secondments,Newton Programme Management Team,Met Office,95494715,7514.38,GBP
BIS,EPSRC,42681,Secondments,Newton Programme Management Team,Met Office,95494715,10275.09,GBP
BIS,EPSRC,42681,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95863968,320,GBP
BIS,EPSRC,42681,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95866776,320,GBP
BIS,EPSRC,42681,Recruitment Costs,EPSRC Corporate Services,Agenda Resource Management Ltd,96222851,97,GBP
BIS,EPSRC,42681,Marketing & PR,Communications and Stakeholder Engagement,LM INFORMATION DELIVERY UK LTD (LM TIETOPALVELUT OY),96302713,297.85,GBP
BIS,EPSRC,42681,Marketing & PR,Communications and Stakeholder Engagement,LM INFORMATION DELIVERY UK LTD (LM TIETOPALVELUT OY),96304717,670.41,GBP
BIS,EPSRC,42681,Marketing & PR,Communications and Stakeholder Engagement,LM INFORMATION DELIVERY UK LTD (LM TIETOPALVELUT OY),96304719,2906.73,GBP
BIS,EPSRC,42681,Other Programme Costs,NC Physical Sciences,University of Durham,96356716,32833.91,GBP
BIS,EPSRC,42681,Consumables,JRS,Presco UK Ltd,96361759,11.94,GBP
BIS,EPSRC,42681,Consumables,JRS,Presco UK Ltd,96361759,12.96,GBP
BIS,EPSRC,42681,Consumables,JRS,Presco UK Ltd,96361759,54.72,GBP
BIS,EPSRC,42681,Health & Safety (inc. Medicals & Opticians),RCUK Executive Director,Unspecified,96379727,12.99,GBP
BIS,EPSRC,42681,T&S UK - Subsistence,RCUK Executive Director,Unspecified,96379727,2.15,GBP
BIS,EPSRC,42681,T&S UK - Subsistence,RCUK Executive Director,Unspecified,96379727,6.24,GBP
BIS,EPSRC,42681,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,96379728,18.9,GBP
BIS,EPSRC,42681,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,96379728,2.58,GBP
BIS,EPSRC,42681,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,96379728,5,GBP
BIS,EPSRC,42681,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,96379728,16.55,GBP
BIS,EPSRC,42682,Equipment Rentals Under Operating Leases,JRS,Canon/Oce (UK) Ltd (Brentwood),96092713,-253.18,GBP
BIS,EPSRC,42682,Recruitment Costs,EPSRC Corporate Services,Agenda Resource Management Ltd,96161750,33.4,GBP
BIS,EPSRC,42682,Other Programme Costs,NC Physical Sciences,University of Nottingham,96194747,351256.43,EUR
BIS,EPSRC,42682,Photocopy Costs,JRS,Canon/Oce (UK) Ltd (Brentwood),96409713,654.91,GBP
BIS,EPSRC,42682,Photocopy Costs,JRS,Canon/Oce (UK) Ltd (Brentwood),96409715,28.64,GBP
BIS,EPSRC,42682,Telecoms - Tele/ Video conferencing,EPSRC Corporate Services,InterCall Conferencing Services Ltd,96436713,737.09,GBP
BIS,EPSRC,42682,Computing Consumables,EPSRC Corporate Services,Dell Corporation Ltd,96488715,14136,GBP
BIS,EPSRC,42682,Computing Consumables,EPSRC Corporate Services,Dell Corporation Ltd,96504714,4680,GBP
BIS,EPSRC,42682,Consumables,JRS,Premier Paper Group Ltd,96549713,1598.4,GBP
BIS,EPSRC,42682,Photocopy Costs,JRS,Canon/Oce (UK) Ltd (Brentwood),96563713,42.82,GBP
BIS,EPSRC,42682,Printing & Stationery,JRS,In2Print,96603716,656.4,GBP
BIS,EPSRC,42682,Corporate Events,Programme Delivery Quantum Technology,PGM Communications,96688713,1989,GBP
BIS,EPSRC,42682,T&S UK - Vehicle Hire,Director BI/BR,Enterprise Rent-A-Car UK Ltd,96723713,487.39,GBP
BIS,EPSRC,42682,T&S UK - Vehicle Hire,Programme Delivery Maths,Enterprise Rent-A-Car UK Ltd,96723713,180.73,GBP
BIS,EPSRC,42682,T&S UK - Vehicle Hire,Programme Delivery Physical Sciences,Enterprise Rent-A-Car UK Ltd,96723713,25.66,GBP
BIS,EPSRC,42682,T&S UK - Vehicle Hire,RCUK-Newton Activity,Enterprise Rent-A-Car UK Ltd,96723713,46.8,GBP
BIS,EPSRC,42682,T&S UK - Public Transport,Programme Delivery ICT,Unspecified,96736758,15.1,GBP
BIS,EPSRC,42682,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,96736758,10,GBP
BIS,EPSRC,42682,T&S UK - Subsistence,Programme Delivery ICT,Unspecified,96736758,36.05,GBP
BIS,EPSRC,42682,Health & Safety (inc. Medicals & Opticians),Performance and Evaluation,Unspecified,96736759,5,GBP
BIS,EPSRC,42683,Consumables,JRS,Antalis Ltd t/a Antalis Document Supplies,95353902,314.52,GBP
BIS,EPSRC,42683,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),V Cars Ltd,96169868,126,GBP
BIS,EPSRC,42683,Non-staff travel and subsistance,Chief Executive,V Cars Ltd,96169868,34.56,GBP
BIS,EPSRC,42683,Non-staff travel and subsistance,Communications and Stakeholder Engagement,V Cars Ltd,96169868,10.68,GBP
BIS,EPSRC,42683,Non-staff travel and subsistance,RCUK-Newton Activity,V Cars Ltd,96169868,561.6,GBP
BIS,EPSRC,42683,T&S UK - Public Transport,Programme Delivery Maths,V Cars Ltd,96169868,204,GBP
BIS,EPSRC,42683,T&S UK - Public Transport,Programme Delivery Quantum Technology,V Cars Ltd,96169868,84,GBP
BIS,EPSRC,42683,T&S UK - Vehicle Hire,Programme Delivery Energy,V Cars Ltd,96169868,84,GBP
BIS,EPSRC,42683,T&S UK - Vehicle Hire,Programme Delivery Energy,V Cars Ltd,96169868,102,GBP
BIS,EPSRC,42683,T&S UK - Vehicle Hire,Programme Delivery Physical Sciences,V Cars Ltd,96169868,30,GBP
BIS,EPSRC,42683,T&S UK - Vehicle Hire,RCUK-Newton Activity,V Cars Ltd,96169868,156,GBP
BIS,EPSRC,42683,Corporate Events,Programme Delivery Quantum Technology,Doggett and Jones Ltd,96177723,240,GBP
BIS,EPSRC,42683,Marketing & PR,Programme Delivery Quantum Technology,Doggett and Jones Ltd,96177723,1980,GBP
BIS,EPSRC,42683,Marketing & PR,Communications and Stakeholder Engagement,Unspecified,96194881,540,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256725,-21,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256725,-4.2,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256725,175.2,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256730,-21,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256730,-4.2,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256730,175.2,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256734,-21,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256734,-4.2,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256734,175.2,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256735,-21,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256735,-4.2,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256735,175.2,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256740,-21,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256740,-4.2,GBP
BIS,EPSRC,42683,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,96256740,175.2,GBP
BIS,EPSRC,42683,T&S UK - Public Transport,Programme Delivery Physical Sciences,Unspecified,96299736,5.3,GBP
BIS,EPSRC,42683,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,96299736,5,GBP
