Transparency Data ,,,,,,,,
,,,,,,,,
The supplier data has to be made anonymous,,,,,,,,
,,,,,,,,
Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,06/07/2016,T&S UK - Subsistence,Research Careers and Diversity,Unspecified,95209792,14.63,GBP
BIS,EPSRC,06/07/2016,T&S UK - Other Charges,RCUK Executive Director,Unspecified,95209793,160.88,GBP
BIS,EPSRC,06/07/2016,T&S UK - Mileage,Programme Delivery Digital Economy,Unspecified,95209794,176.85,GBP
BIS,EPSRC,06/07/2016,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Digital Economy,Unspecified,95209794,2,GBP
BIS,EPSRC,06/07/2016,T&S UK - Public Transport,Programme Delivery Digital Economy,Unspecified,95209794,7.1,GBP
BIS,EPSRC,06/07/2016,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,95209794,7.48,GBP
BIS,EPSRC,06/07/2016,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,95209794,15,GBP
BIS,EPSRC,06/07/2016,Printing & Stationery,JRS,Gemini Print Southern Ltd,95210454,2262,GBP
BIS,EPSRC,06/07/2016,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,95210482,12.04,GBP
BIS,EPSRC,06/07/2016,Consumables,JRS,Antalis Ltd t/a Antalis Document Supplies,95210506,12,GBP
BIS,EPSRC,06/07/2016,Consumables,JRS,Antalis Ltd t/a Antalis Document Supplies,95210506,25.87,GBP
BIS,EPSRC,07/07/2016,Storage & Archiving Costs,Information Management Delivery,Iron Mountain (UK) Ltd,89424874,-379.3,GBP
BIS,EPSRC,07/07/2016,Non-staff travel and subsistance,Programme Delivery Healthcare,Non Employee Expenses Supplier,95209895,22.8,GBP
BIS,EPSRC,07/07/2016,Fees (Including College Members),Programme Delivery Healthcare,Non Employee Expenses Supplier,95209896,160,GBP
BIS,EPSRC,07/07/2016,T&S UK - Other Charges,Programme Delivery Energy,Unspecified,95210168,7.49,GBP
BIS,EPSRC,07/07/2016,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,95210168,12.4,GBP
BIS,EPSRC,07/07/2016,T&S UK - Vehicle Hire,Programme Delivery Energy,Unspecified,95210168,28,GBP
BIS,EPSRC,07/07/2016,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,95210169,8,GBP
BIS,EPSRC,07/07/2016,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,95210169,35,GBP
BIS,EPSRC,07/07/2016,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,95210169,9.35,GBP
BIS,EPSRC,07/07/2016,T&S UK - Subsistence,Programme Delivery Healthcare,Unspecified,95210170,6.24,GBP
BIS,EPSRC,07/07/2016,T&S UK - Other Charges,Programme Delivery Physical Sciences,Unspecified,95210171,7.6,GBP
BIS,EPSRC,07/07/2016,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,95210171,5,GBP
BIS,EPSRC,07/07/2016,T&S UK - Subsistence,Programme Delivery Physical Sciences,Unspecified,95210171,147.84,GBP
BIS,EPSRC,07/07/2016,T&S UK - Public Transport,Admin Business Innovation Director,Unspecified,95210172,9,GBP
BIS,EPSRC,07/07/2016,T&S UK - Subsistence,Admin Business Innovation Director,Unspecified,95210172,2.65,GBP
BIS,EPSRC,07/07/2016,T&S UK - Subsistence,Admin Business Innovation Director,Unspecified,95210172,5.94,GBP
BIS,EPSRC,07/07/2016,T&S UK - Vehicle Hire,Admin Business Innovation Director,Unspecified,95210172,22.75,GBP
BIS,EPSRC,07/07/2016,T&S Overseas - Other Charges,Programme Delivery ICT,Unspecified,95210173,5.98,GBP
BIS,EPSRC,07/07/2016,T&S Overseas - Public Transport,Programme Delivery ICT,Unspecified,95210173,5.27,GBP
BIS,EPSRC,07/07/2016,T&S Overseas - Subsistence,Programme Delivery ICT,Unspecified,95210173,5,GBP
BIS,EPSRC,07/07/2016,T&S Overseas - Subsistence,Programme Delivery ICT,Unspecified,95210173,12.62,GBP
BIS,EPSRC,07/07/2016,T&S Overseas - Subsistence,Programme Delivery ICT,Unspecified,95210173,17.38,GBP
BIS,EPSRC,07/07/2016,Hospitality,Programme Delivery Energy,Imperial College London,95211492,356.04,GBP
