Transparency Data ,,,,,,,,
,,,,,,,,
The supplier data has to be made anonymous,,,,,,,,
,,,,,,,,
Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,05/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95681731,160,GBP
BIS,EPSRC,05/10/2016,T&S UK - Public Transport,Programme Delivery Leaders,Unspecified,95681837,5.2,GBP
BIS,EPSRC,05/10/2016,T&S UK - Public Transport,Programme Delivery Maths,Unspecified,95681838,15,GBP
BIS,EPSRC,05/10/2016,T&S UK - Public Transport,RCUK Executive Director,Unspecified,95681839,12.6,GBP
BIS,EPSRC,05/10/2016,T&S UK - Subsistence,RCUK Executive Director,Unspecified,95681839,8.52,GBP
BIS,EPSRC,05/10/2016,T&S UK - Subsistence,RCUK Executive Director,Unspecified,95681839,8.7,GBP
BIS,EPSRC,05/10/2016,T&S UK - Public Transport,Programme Delivery Maths,Unspecified,95681841,1.5,GBP
BIS,EPSRC,05/10/2016,T&S UK - Subsistence,Programme Delivery Maths,Unspecified,95681841,2,GBP
BIS,EPSRC,05/10/2016,T&S UK - Subsistence,Programme Delivery Maths,Unspecified,95681841,5,GBP
BIS,EPSRC,05/10/2016,T&S UK - Subsistence,Programme Delivery Maths,Unspecified,95681841,10.33,GBP
BIS,EPSRC,05/10/2016,T&S UK - Subsistence,Programme Delivery Maths,Unspecified,95681841,28.15,GBP
BIS,EPSRC,05/10/2016,T&S UK - Parking Tolls Congestion Charges,Programme Delivery LWEC,Unspecified,95681842,10.1,GBP
BIS,EPSRC,05/10/2016,T&S UK - Public Transport,Programme Delivery Physical Sciences,Unspecified,95681843,53.45,GBP
BIS,EPSRC,05/10/2016,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,95681844,32.4,GBP
BIS,EPSRC,05/10/2016,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,95681844,4.1,GBP
BIS,EPSRC,05/10/2016,T&S UK - Subsistence,Admin Business Innovation Director,Unspecified,95681845,5,GBP
BIS,EPSRC,05/10/2016,T&S UK - Vehicle Hire,Admin Business Innovation Director,Unspecified,95681845,30.06,GBP
BIS,EPSRC,06/10/2016,Other Programme Costs,Healthcare Engineering,University of Sheffield,95360884,675,GBP
BIS,EPSRC,06/10/2016,Other Programme Costs,Healthcare ICT,University of Sheffield,95360884,482,GBP
BIS,EPSRC,06/10/2016,Other Programme Costs,Manufacturing Manufacturing,University of Sheffield,95360884,13490,GBP
BIS,EPSRC,06/10/2016,Other Programme Costs,NC Engineering,University of Sheffield,95360884,10975,GBP
BIS,EPSRC,06/10/2016,Other Programme Costs,NC ICT,University of Sheffield,95360884,18455,GBP
BIS,EPSRC,06/10/2016,Other Programme Costs,NC Physical Sciences,University of Sheffield,95360884,64515,GBP
BIS,EPSRC,06/10/2016,Other Programme Costs,Quantum Technology Programme,University of Sheffield,95360884,1525,GBP
BIS,EPSRC,06/10/2016,Meetings & Catering,Programme Delivery Manufacturing,IfM Education and Consultancy Services Limited,95461188,6000,GBP
BIS,EPSRC,06/10/2016,Conferences & Seminars,Programme Delivery Maths,Calder Conference Ltd,95575885,1895,GBP
BIS,EPSRC,06/10/2016,Conferences & Seminars,Programme Delivery Maths,Calder Conference Ltd,95663714,96,GBP
BIS,EPSRC,06/10/2016,Conferences & Seminars,Programme Delivery Maths,Calder Conference Ltd,95663714,166.8,GBP
BIS,EPSRC,06/10/2016,Conferences & Seminars,Programme Delivery Maths,Calder Conference Ltd,95663714,715.2,GBP
BIS,EPSRC,06/10/2016,Conferences & Seminars,Programme Delivery Maths,Calder Conference Ltd,95663714,1080,GBP
BIS,EPSRC,06/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95682201,240,GBP
BIS,EPSRC,06/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95682202,240,GBP
BIS,EPSRC,06/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95682203,240,GBP
BIS,EPSRC,06/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95682204,240,GBP
BIS,EPSRC,06/10/2016,UK - Professional Memberships & Subscriptions,Programme Delivery Energy,Imperial College London,95682208,4750,GBP
BIS,EPSRC,06/10/2016,Consumables,JRS,DENMAUR INDEPENDENT PAPERS LTD,95682432,452.16,GBP
BIS,EPSRC,06/10/2016,T&S UK - Parking Tolls Congestion Charges,EPSRC Corporate Services,Unspecified,95682485,14.2,GBP
BIS,EPSRC,06/10/2016,T&S UK - Public Transport,EPSRC Corporate Services,Unspecified,95682485,14.4,GBP
BIS,EPSRC,06/10/2016,T&S UK - Other Charges,Programme Delivery Engineering,Unspecified,95682486,10,GBP
BIS,EPSRC,06/10/2016,T&S UK - Parking Tolls Congestion Charges,Admin Business Innovation Director,Unspecified,95682487,11.6,GBP
BIS,EPSRC,06/10/2016,T&S UK - Public Transport,Admin Business Innovation Director,Unspecified,95682487,11,GBP
BIS,EPSRC,06/10/2016,T&S UK - Subsistence,Admin Business Innovation Director,Unspecified,95682487,1.99,GBP
BIS,EPSRC,06/10/2016,T&S UK - Public Transport,Programme Delivery ICT,Unspecified,95682488,35.7,GBP
BIS,EPSRC,06/10/2016,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,95682489,6,GBP
BIS,EPSRC,06/10/2016,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,95682489,5,GBP
BIS,EPSRC,06/10/2016,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,95682489,24.1,GBP
BIS,EPSRC,06/10/2016,T&S UK - Public Transport,Admin Research Base Director,Unspecified,95682490,4.8,GBP
BIS,EPSRC,06/10/2016,T&S UK - Public Transport,Admin Research Base Director,Unspecified,95682490,12.5,GBP
BIS,EPSRC,06/10/2016,T&S UK - Subsistence,Admin Research Base Director,Unspecified,95682490,10,GBP
BIS,EPSRC,06/10/2016,T&S UK - Subsistence,Admin Research Base Director,Unspecified,95682490,13.5,GBP
BIS,EPSRC,06/10/2016,T&S UK - Public Transport,Programme Delivery Engineering,Unspecified,95682491,7.5,GBP
BIS,EPSRC,06/10/2016,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,95682491,1.89,GBP
BIS,EPSRC,06/10/2016,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,95682491,5,GBP
BIS,EPSRC,06/10/2016,T&S UK - Subsistence,Programme Delivery Engineering,Unspecified,95682491,19.7,GBP
BIS,EPSRC,06/10/2016,T&S UK - Public Transport,Programme Delivery Maths,Unspecified,95682492,24.55,GBP
BIS,EPSRC,06/10/2016,T&S UK - Subsistence,Programme Delivery Maths,Unspecified,95682492,3.99,GBP
BIS,EPSRC,06/10/2016,T&S UK - Public Transport,Programme Delivery Leaders,Unspecified,95682493,6,GBP
BIS,EPSRC,06/10/2016,T&S UK - Subsistence,Programme Delivery Leaders,Unspecified,95682493,5.85,GBP
BIS,EPSRC,06/10/2016,T&S UK - Public Transport,Programme Delivery Quantum Technology,Unspecified,95682494,11.5,GBP
BIS,EPSRC,06/10/2016,Printing & Stationery,EPSRC Corporate Services,Banner Business Services Limited,95693806,15.73,GBP
BIS,EPSRC,06/10/2016,Consumables,JRS,DENMAUR INDEPENDENT PAPERS LTD,95720720,498.72,GBP
BIS,EPSRC,07/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95360907,160,GBP
BIS,EPSRC,07/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95476728,240,GBP
BIS,EPSRC,07/10/2016,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,95748940,14,GBP
BIS,EPSRC,07/10/2016,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,95748940,6,GBP
BIS,EPSRC,07/10/2016,T&S UK - Mileage,Programme Delivery Physical Sciences,Unspecified,95748942,39.6,GBP
BIS,EPSRC,07/10/2016,T&S UK - Other Charges,Chief Executive,Cable Cars (Nottingham) Limited,95771717,19,GBP
BIS,EPSRC,07/10/2016,T&S UK - Other Charges,Chief Executive,Cable Cars (Nottingham) Limited,95771717,145,GBP
BIS,EPSRC,10/10/2016,Conferences & Seminars,Admin RCUK Strategy Unit,Calder Conference Ltd,95575755,591.3,GBP
BIS,EPSRC,10/10/2016,Conferences & Seminars,Admin RCUK Strategy Unit,Calder Conference Ltd,95583717,1302,GBP
BIS,EPSRC,10/10/2016,Meetings & Catering,Admin RCUK Strategy Unit,Calder Conference Ltd,95635721,1333.08,GBP
BIS,EPSRC,10/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95681727,160,GBP
BIS,EPSRC,10/10/2016,Telecoms - Tele/ Video conferencing,Policy and Analysis,Powwow,95748895,426.35,GBP
BIS,EPSRC,10/10/2016,Photocopy Costs,JRS,Konica Minolta Business Sol UK,95778715,990.48,GBP
BIS,EPSRC,10/10/2016,Printing & Stationery,JRS,POSITIVE MEDIA PROMOTIONS LTD,95807741,684,GBP
BIS,EPSRC,10/10/2016,Printing & Stationery,JRS,POSITIVE MEDIA PROMOTIONS LTD,95807743,586.2,GBP
BIS,EPSRC,10/10/2016,Printing & Stationery,JRS,POSITIVE MEDIA PROMOTIONS LTD,95807744,4566,GBP
BIS,EPSRC,10/10/2016,Printing & Stationery,JRS,POSITIVE MEDIA PROMOTIONS LTD,95807745,318,GBP
BIS,EPSRC,10/10/2016,T&S UK - Public Transport,Admin RCUK Strategy Unit,Unspecified,95819765,35.1,GBP
BIS,EPSRC,11/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95681730,160,GBP
BIS,EPSRC,11/10/2016,Agency Staff,Communications and Stakeholder Engagement,Brook Street (UK) Ltd,95681783,581.4,GBP
BIS,EPSRC,11/10/2016,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,95829073,62.9,GBP
BIS,EPSRC,11/10/2016,T&S UK - Public Transport,Programme Delivery Manufacturing,Unspecified,95829073,92.2,GBP
BIS,EPSRC,11/10/2016,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,95829073,19.1,GBP
BIS,EPSRC,11/10/2016,T&S UK - Subsistence,Programme Delivery Manufacturing,Unspecified,95829073,50.33,GBP
BIS,EPSRC,11/10/2016,T&S UK - Vehicle Hire,Admin Business Innovation Director,Enterprise Rent-A-Car UK Ltd,95830748,10.75,GBP
BIS,EPSRC,11/10/2016,T&S UK - Vehicle Hire,Admin Business Innovation Director,Enterprise Rent-A-Car UK Ltd,95830748,53.76,GBP
BIS,EPSRC,11/10/2016,T&S UK - Vehicle Hire,Director BI/BR,Enterprise Rent-A-Car UK Ltd,95830748,80.17,GBP
BIS,EPSRC,11/10/2016,T&S UK - Vehicle Hire,Director BI/BR,Enterprise Rent-A-Car UK Ltd,95830748,400.86,GBP
BIS,EPSRC,11/10/2016,Conferences & Seminars,Global Grand Challenge Fund,The Royal Society,95830848,814.08,GBP
BIS,EPSRC,12/10/2016,Printing & Stationery,RCUK Executive Director,Banner Business Services Limited,95825851,28.51,GBP
BIS,EPSRC,12/10/2016,Marketing & PR,Communications and Stakeholder Engagement,Unspecified,95826835,400,GBP
BIS,EPSRC,12/10/2016,Photocopy Costs,JRS,Antalis Ltd t/a Antalis Document Supplies,95832370,50.04,GBP
BIS,EPSRC,12/10/2016,Consumables,JRS,Antalis Ltd t/a Antalis Document Supplies,95832372,179.82,GBP
BIS,EPSRC,12/10/2016,Consumables,JRS,Premier Paper Group Ltd,95832373,48.02,GBP
BIS,EPSRC,12/10/2016,Consumables,JRS,Premier Paper Group Ltd,95832373,144.54,GBP
BIS,EPSRC,12/10/2016,Consumables,JRS,Premier Paper Group Ltd,95832376,28.76,GBP
BIS,EPSRC,12/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95832413,320,GBP
BIS,EPSRC,12/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95832414,320,GBP
BIS,EPSRC,12/10/2016,T&S UK - Other Charges,EPSRC Corporate Services,Unspecified,95832477,20,GBP
BIS,EPSRC,12/10/2016,T&S UK - Public Transport,EPSRC Corporate Services,Unspecified,95832477,16.8,GBP
BIS,EPSRC,12/10/2016,T&S Overseas - Subsistence,Programme Delivery Energy,Unspecified,95832479,14.75,GBP
BIS,EPSRC,12/10/2016,T&S Overseas - Subsistence,Programme Delivery Energy,Unspecified,95832479,25,GBP
BIS,EPSRC,13/10/2016,Staff Training,EPSRC Corporate Services,Cranfield Management Development Ltd,89461785,-1103.78,GBP
BIS,EPSRC,13/10/2016,Other Programme Costs,Energy Multidisciplinary Applications,Energy Technologies Institute LLP,95830715,1410300,GBP
BIS,EPSRC,13/10/2016,Other Programme Costs,Archer,UOE (HPCX) Ltd,95830915,313475.9,GBP
BIS,EPSRC,13/10/2016,Other Programme Costs,Archer,UOE (HPCX) Ltd,95830927,563003.1,GBP
BIS,EPSRC,13/10/2016,Staff Training,Admin Associate Directors,Cranfield Management Development Ltd,95832304,8433.72,GBP
BIS,EPSRC,13/10/2016,Research Grant Expenditure,NC ICT,Technology Strategy Board (Innovate UK),95832337,10057.62,GBP
BIS,EPSRC,13/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95832412,320,GBP
BIS,EPSRC,13/10/2016,Fees (Including College Members),Admin Peer Review and Output (excluding external panel member fees),Unspecified,95832415,320,GBP
