Transparency Data ,,,,,,,,
,,,,,,,,
The supplier data has to be made anonymous,,,,,,,,
,,,,,,,,
Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,03/08/2016,T&S UK - Subsistence,Programme Delivery Maths,Unspecified,95265730,4.75,GBP
BIS,EPSRC,03/08/2016,T&S UK - Subsistence,Programme Delivery Maths,Unspecified,95265730,7.83,GBP
BIS,EPSRC,03/08/2016,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Energy,Unspecified,95265731,32,GBP
BIS,EPSRC,03/08/2016,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,95265731,31,GBP
BIS,EPSRC,03/08/2016,T&S UK - Public Transport,Programme Delivery Energy,Unspecified,95265731,101.2,GBP
BIS,EPSRC,03/08/2016,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,95265731,15,GBP
BIS,EPSRC,03/08/2016,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,95265731,16.14,GBP
BIS,EPSRC,03/08/2016,T&S UK - Subsistence,Programme Delivery Energy,Unspecified,95265731,117.6,GBP
BIS,EPSRC,03/08/2016,T&S UK - Public Transport,External communications,Unspecified,95265732,19.4,GBP
BIS,EPSRC,03/08/2016,T&S UK - Subsistence,External communications,Unspecified,95265732,5.79,GBP
BIS,EPSRC,03/08/2016,T&S UK - Subsistence,External communications,Unspecified,95265732,15,GBP
BIS,EPSRC,03/08/2016,T&S UK - Parking Tolls Congestion Charges,Programme Delivery LWEC,Unspecified,95265733,27,GBP
BIS,EPSRC,03/08/2016,T&S UK - Public Transport,Programme Delivery LWEC,Unspecified,95265733,19.75,GBP
BIS,EPSRC,03/08/2016,T&S UK - Subsistence,Programme Delivery LWEC,Unspecified,95265733,5,GBP
BIS,EPSRC,03/08/2016,T&S UK - Subsistence,Programme Delivery LWEC,Unspecified,95265733,10,GBP
BIS,EPSRC,03/08/2016,T&S UK - Subsistence,Programme Delivery LWEC,Unspecified,95265733,19.15,GBP
BIS,EPSRC,03/08/2016,T&S UK - Mileage,Programme Delivery Digital Economy,Unspecified,95265734,240.75,GBP
BIS,EPSRC,03/08/2016,T&S UK - Parking Tolls Congestion Charges,Programme Delivery Digital Economy,Unspecified,95265734,20,GBP
BIS,EPSRC,03/08/2016,T&S UK - Subsistence,Programme Delivery Digital Economy,Unspecified,95265734,10,GBP
BIS,EPSRC,04/08/2016,Consumables,JRS,Premier Paper Group Ltd,94515090,29.72,GBP
BIS,EPSRC,04/08/2016,Consumables,JRS,Premier Paper Group Ltd,94515090,148.61,GBP
BIS,EPSRC,04/08/2016,Consumables,JRS,Premier Paper Group Ltd,94515090,1159.08,GBP
BIS,EPSRC,04/08/2016,Consumables,JRS,Premier Paper Group Ltd,94515090,1161.86,GBP
BIS,EPSRC,04/08/2016,Consumables,JRS,Premier Paper Group Ltd,94515090,1398.6,GBP
BIS,EPSRC,04/08/2016,Consumables,JRS,Premier Paper Group Ltd,94515090,1857.61,GBP
BIS,EPSRC,04/08/2016,Meetings & Catering,EPSRC Corporate Services,Banner Business Services Limited,95265467,24.62,GBP
BIS,EPSRC,04/08/2016,Meetings & Catering,EPSRC Corporate Services,Banner Business Services Limited,95265467,47.33,GBP
BIS,EPSRC,04/08/2016,Meetings & Catering,EPSRC Corporate Services,Banner Business Services Limited,95265467,66.02,GBP
